Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
,,1.0,46.0,20.0,,0.0,0.0,,81.0,,0.0,0.0,22.0,8.0,336.0,12.0,0.0,0.0,11.0,,,,,33.0,8.0,11.0,21.0,0.0,,48.0,36.0,0.0,0.0,,2.0,2.0,,22.0,,1.0,,,,0.0,4.0,,,0.0,,,,163.0,8.0,51.0,2.0,3.0,,,,,0.0,21.0,48.0,103.0,,,,,1.0,0.0,6.0,,,2.0,5.0,,0.0,33.0,1.0,4.0,,,0.0,,,,,,0.0,,,0.0,,,,0.0,12.0,0.0,14.0,2.0,62.0,1.0,,2.0,,10.0,20.0,,42.0,,,53.0,,,0.0,185.0,,0.0,47.0,187.0,1.0,,0.0,,,12.0,,1.0,,12.0,14.0,0.0,154.0,,,,1.0,68.0,1.0,,2.0,,,,,0.0,48.0,51.0,,3.0,0.0,,,,2.0,,1.0,,0.0,1.0,3.0,15.0,,79.0,15.0,,7.0,10.0,0.0,72.0,13.0,,,,,1.0,0.0,0.0,,6.0,,,,,24.0,0.0,,,248.0,,,0.0,0.0,,0.0,,121.0,0.0,21.0,8.0,5.0,7.0,,2.0,132.0,,0.0,,0.0,,,40.0,191.0,,,0.0,2.0,0.0,,9.0,21.0,,9.0,7.0,128.0,,250.0,3.0,64.0,,1.0,,,0.0,6.0,,12.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,19.0,0.0,180.0,,15.0,122.0,45.0,,6.0,,,0.0,15.0,27.0,0.0,0.0,,,0.0,,,8.0,0.0,,,8.0,3.0,0.0,,1.0,0.0,0.0,0.0,,,,,3.0,,,0.0,,12.0,,3.0,,,20.0,1.0,,,18.0,1.0,,2.0,,,56.0,,,0.0,,1.0,0.0,,1.0,0.0,11.0,,64.0,4.0,33.0,1.0,,,,3.0,6.0,,0.0,10.0,,,0.0,,,0.0,,12.0,,,1.0,9.0,244.0,4.0,32.0,,19.0,4.0,,3.0,0.0,0.0,,,,0.0,3.0,63.0,185.0,1.0,,,1.0,,,239.0,2.0,209.0,0.0,,,0.0,6.0,0.0,4.0,,5.0,0.0,,,,2.0,0.0,,4.0,,35.0,32.0,,8.0,0.0,0.0,1.0,2.0,1.0,2.0,,0.0,,89.0,,5642
,,1.0,33.0,8.0,,1.0,,,17.0,1.0,,6.0,32.0,2.0,87.0,22.0,0.0,,13.0,,,,,10.0,1.0,2.0,0.0,14.0,,20.0,8.0,3.0,22.0,,,,,13.0,,1.0,,,,,1.0,,,28.0,,,,9.0,1.0,37.0,2.0,1.0,,,,,,4.0,25.0,2.0,,,,,2.0,,4.0,,,4.0,1.0,,26.0,2.0,0.0,34.0,,,,,,,,1.0,0.0,,,0.0,,,,1.0,6.0,2.0,21.0,3.0,,3.0,,3.0,,,19.0,,10.0,,,2.0,,,,33.0,8.0,,70.0,,2.0,,91.0,,,7.0,,0.0,,19.0,1.0,,3.0,,,,17.0,58.0,1.0,,10.0,,,,,0.0,38.0,3.0,,1.0,1.0,,,,3.0,,2.0,,1.0,3.0,6.0,0.0,,,8.0,,166.0,,,146.0,4.0,36.0,,,,2.0,1.0,1.0,,10.0,,,,,3.0,,,,3.0,,,1.0,,,2.0,,149.0,,26.0,3.0,4.0,1.0,,1.0,44.0,,0.0,,0.0,,,47.0,35.0,,,,2.0,66.0,,,15.0,,8.0,9.0,,,28.0,2.0,2.0,,,,,0.0,4.0,,4.0,,,1.0,0.0,1.0,,0.0,,4.0,75.0,13.0,3.0,1.0,109.0,31.0,4.0,7.0,,,,47.0,16.0,1.0,1.0,,,0.0,,,4.0,1.0,,,7.0,1.0,1.0,,,2.0,4.0,,,,,,4.0,,,,,54.0,,15.0,,,4.0,0.0,,,8.0,,,3.0,,0.0,35.0,,,0.0,,1.0,0.0,,2.0,71.0,18.0,,13.0,4.0,41.0,,,,,0.0,5.0,,,27.0,,,0.0,0.0,,3.0,,0.0,,,0.0,4.0,12.0,18.0,,,6.0,,,1.0,63.0,,,0.0,,1.0,4.0,55.0,148.0,16.0,,,,,,53.0,3.0,30.0,,,,1.0,8.0,,9.0,,,0.0,5.0,,,2.0,,,3.0,,19.0,9.0,,2.0,0.0,1.0,7.0,2.0,139.0,1.0,,,,,,3046
,,4.0,32.0,4.0,,1.0,0.0,,2.0,0.0,5.0,,35.0,2.0,73.0,22.0,1.0,,13.0,0.0,,,,9.0,2.0,2.0,,7.0,,13.0,6.0,2.0,10.0,,0.0,1.0,,4.0,,1.0,,,,,0.0,,,14.0,,,,13.0,1.0,12.0,0.0,,,0.0,,,,3.0,20.0,1.0,,,,,3.0,,0.0,,,1.0,0.0,,1.0,3.0,,73.0,,,,,,,,0.0,0.0,,,1.0,,,,1.0,4.0,2.0,15.0,1.0,1.0,1.0,,3.0,,0.0,15.0,,6.0,,,2.0,,,0.0,13.0,9.0,,81.0,4.0,5.0,,29.0,,,15.0,,0.0,,5.0,6.0,0.0,1.0,,,,28.0,47.0,0.0,,7.0,,,,,,59.0,10.0,,,,,,,4.0,,2.0,,0.0,5.0,5.0,5.0,,0.0,9.0,,14.0,,0.0,204.0,6.0,7.0,,,,0.0,0.0,0.0,,8.0,0.0,,,,1.0,,,,2.0,,,1.0,0.0,,0.0,,193.0,0.0,21.0,6.0,6.0,0.0,,3.0,61.0,,0.0,,,,,45.0,34.0,,,0.0,0.0,3.0,,,7.0,,3.0,4.0,,,31.0,1.0,1.0,,0.0,,,0.0,5.0,,3.0,0.0,,2.0,0.0,2.0,0.0,,,6.0,4.0,10.0,2.0,1.0,36.0,36.0,3.0,3.0,,,,84.0,9.0,0.0,,,,0.0,,,4.0,0.0,,0.0,1.0,2.0,,,,,2.0,0.0,,,,,1.0,,,,,92.0,,17.0,,,9.0,3.0,,,2.0,,,2.0,,,57.0,,,,,0.0,0.0,,0.0,5.0,9.0,,2.0,0.0,42.0,2.0,,0.0,,0.0,0.0,,,3.0,,,,,,3.0,,,,,0.0,1.0,13.0,9.0,,,3.0,,,1.0,9.0,0.0,,,,0.0,4.0,11.0,54.0,11.0,,,,,,18.0,0.0,38.0,,,,,9.0,,4.0,,,0.0,2.0,,,1.0,0.0,,3.0,,9.0,13.0,,1.0,0.0,0.0,2.0,1.0,13.0,5.0,,0.0,,0.0,,2158
,,1.0,220.0,49.0,,0.0,0.0,,26.0,2.0,2.0,3.0,,3.0,88.0,293.0,11.0,1.0,5.0,0.0,,,2.0,1.0,21.0,4.0,29.0,4.0,,39.0,2.0,1.0,1.0,,9.0,0.0,,29.0,,5.0,,,,0.0,0.0,,,11.0,,,,6.0,61.0,687.0,97.0,23.0,,7.0,,,2.0,0.0,29.0,73.0,4.0,,0.0,,0.0,1.0,5.0,,,1.0,8.0,,2.0,1.0,1.0,10.0,,,6.0,,,,,0.0,1.0,,,1.0,,,,6.0,2.0,0.0,8.0,1.0,2.0,6.0,,3.0,2.0,0.0,11.0,,39.0,0.0,,33.0,,,0.0,1.0,152.0,0.0,708.0,1.0,59.0,,12.0,,,10.0,,0.0,,3.0,0.0,9.0,0.0,,,0.0,31.0,135.0,1.0,,7.0,,,,,0.0,134.0,3.0,,4.0,7.0,,,2.0,28.0,,0.0,,0.0,2.0,3.0,1.0,,0.0,12.0,,21.0,2.0,1.0,64.0,6.0,7.0,,,0.0,1.0,2.0,0.0,,3.0,1.0,,,,0.0,1.0,,0.0,2.0,,0.0,0.0,9.0,,9.0,,289.0,9.0,9.0,40.0,11.0,0.0,,18.0,4.0,,0.0,,1.0,,,580.0,353.0,,,0.0,8.0,7.0,,31.0,4.0,,3.0,6.0,0.0,6.0,578.0,2.0,0.0,,13.0,,,2.0,3.0,,35.0,3.0,0.0,1.0,0.0,31.0,7.0,4.0,,7.0,0.0,65.0,1.0,2.0,92.0,99.0,0.0,6.0,,,0.0,89.0,13.0,5.0,1.0,,,1.0,,,8.0,18.0,,3.0,3.0,0.0,9.0,,2.0,2.0,2.0,3.0,,,,,16.0,,1.0,0.0,1.0,7.0,,17.0,,,3.0,13.0,,,17.0,0.0,,0.0,,0.0,40.0,0.0,,0.0,,0.0,0.0,,2.0,1.0,169.0,,29.0,42.0,51.0,0.0,,13.0,,11.0,4.0,,0.0,49.0,,,0.0,0.0,,33.0,,17.0,,,1.0,10.0,27.0,4.0,0.0,,44.0,0.0,,0.0,6.0,0.0,0.0,0.0,,4.0,47.0,39.0,129.0,12.0,,,0.0,,,2.0,7.0,163.0,5.0,,,3.0,102.0,3.0,9.0,,0.0,14.0,36.0,0.0,,0.0,0.0,,23.0,,180.0,1.0,,29.0,9.0,11.0,3.0,0.0,5.0,35.0,,1.0,,0.0,,7444
,,4.0,28.0,53.0,,,,,135.0,9.0,0.0,0.0,55.0,,1110.0,41.0,4.0,0.0,3.0,0.0,,,0.0,8.0,12.0,20.0,135.0,3.0,,45.0,172.0,,0.0,,1.0,1.0,,33.0,,5.0,,,,0.0,1.0,,,7.0,,,,50.0,6.0,347.0,12.0,6.0,,,,,,11.0,128.0,95.0,,,,,1.0,,110.0,,,96.0,59.0,,0.0,11.0,85.0,3.0,,,,,,,,0.0,0.0,,,,,,,1.0,4.0,1.0,2.0,1.0,8.0,0.0,,,0.0,4.0,32.0,,154.0,,,169.0,,,1.0,110.0,,,133.0,13.0,6.0,,17.0,,,1.0,,1.0,,13.0,6.0,,107.0,,,0.0,,205.0,1.0,,,,,,,1.0,32.0,9.0,,2.0,0.0,,,,2.0,,,,,2.0,4.0,12.0,,1.0,19.0,,56.0,4.0,,67.0,3.0,4.0,,,0.0,1.0,,,,2.0,,,,,37.0,0.0,,,22.0,,0.0,,2.0,,3.0,,200.0,0.0,12.0,1.0,9.0,2.0,,,199.0,,2.0,,2.0,,,73.0,734.0,,,0.0,1.0,0.0,,23.0,17.0,,30.0,4.0,1.0,0.0,788.0,100.0,31.0,,1.0,,,0.0,7.0,,16.0,0.0,0.0,0.0,0.0,1.0,1.0,,,9.0,0.0,446.0,,95.0,394.0,82.0,4.0,2.0,,,0.0,18.0,93.0,0.0,1.0,,,0.0,,,,3.0,,0.0,2.0,5.0,,,0.0,19.0,,3.0,,,,,0.0,,,,,17.0,,12.0,,,2.0,,,,19.0,0.0,,2.0,,0.0,35.0,,,,,99.0,1.0,,,1.0,6.0,,25.0,16.0,34.0,,,0.0,,3.0,46.0,,0.0,88.0,,,0.0,,,6.0,,59.0,,,63.0,422.0,225.0,11.0,1.0,,57.0,2.0,,1.0,1.0,0.0,,,,2.0,3.0,169.0,115.0,7.0,,,1.0,,,166.0,6.0,204.0,,,,0.0,7.0,2.0,,,0.0,2.0,11.0,,,2.0,,,1.0,,25.0,7.0,,12.0,1.0,0.0,,,7.0,,,0.0,,4.0,,9619
0.0,,6.0,31.0,250.0,25.0,0.0,0.0,,518.0,36.0,3.0,3.0,40.0,61.0,,82.0,17.0,4.0,26.0,3.0,18.0,6.0,5.0,54.0,8.0,161.0,473.0,6.0,159.0,496.0,89.0,1.0,8.0,0.0,21.0,11.0,,108.0,,16.0,,,,2.0,17.0,,,27.0,,,,199.0,9.0,2339.0,62.0,70.0,,0.0,,,0.0,50.0,1122.0,19.0,0.0,,2.0,,11.0,1.0,64.0,,,47.0,40.0,,0.0,53.0,31.0,24.0,218.0,,0.0,,81.0,360.0,28.0,7.0,7.0,,,11.0,,74.0,16.0,7.0,117.0,1.0,67.0,30.0,22.0,23.0,314.0,14.0,0.0,20.0,31.0,,172.0,3.0,30.0,314.0,,,8.0,508.0,31.0,0.0,144.0,24.0,5.0,,43.0,,,40.0,29.0,9.0,,74.0,50.0,0.0,38.0,,,0.0,42.0,97.0,17.0,49.0,46.0,,,,,7.0,148.0,31.0,,48.0,0.0,,,1.0,3.0,,3.0,,3.0,6.0,16.0,57.0,919.0,9.0,93.0,,2.0,16.0,0.0,1007.0,56.0,30.0,,,2.0,2.0,2.0,2.0,,17.0,0.0,,,87.0,45.0,0.0,,0.0,36.0,,0.0,4.0,7.0,,3.0,67.0,675.0,1.0,53.0,9.0,6.0,85.0,105.0,2.0,44.0,131.0,55.0,,43.0,,725.0,1138.0,362.0,393.0,,5.0,5.0,12.0,,129.0,257.0,,44.0,49.0,3.0,0.0,732.0,29.0,33.0,51.0,1.0,,,13.0,125.0,0.0,12.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,,148.0,1.0,729.0,0.0,120.0,852.0,147.0,0.0,23.0,,,13.0,96.0,20.0,0.0,17.0,135.0,83.0,1.0,62.0,3.0,25.0,15.0,,1.0,62.0,19.0,1.0,,3.0,10.0,21.0,0.0,0.0,,,29.0,1.0,34.0,0.0,5.0,0.0,55.0,,29.0,430.0,,197.0,0.0,,,166.0,14.0,,1.0,,0.0,203.0,0.0,1111.0,3.0,,23.0,10.0,,7.0,8.0,22.0,,330.0,8.0,402.0,3.0,,1.0,0.0,61.0,57.0,,1.0,272.0,0.0,0.0,0.0,2.0,,7.0,,279.0,,0.0,36.0,75.0,903.0,5.0,4.0,2.0,86.0,7.0,,18.0,12.0,1.0,4.0,4.0,,19.0,5.0,88.0,171.0,9.0,,,8.0,,,65.0,6.0,1561.0,0.0,,,2.0,7.0,5.0,43.0,,1.0,16.0,5.0,0.0,3.0,24.0,1.0,96.0,8.0,470.0,183.0,216.0,,106.0,7.0,3.0,38.0,2.0,31.0,1.0,,10.0,,9.0,509.0,29494
,,2.0,55.0,13.0,,0.0,0.0,,0.0,2.0,0.0,1.0,66.0,0.0,26.0,,6.0,0.0,1.0,0.0,,,2.0,1.0,1.0,4.0,1.0,1.0,,4.0,3.0,2.0,2.0,,6.0,1.0,,2.0,,3.0,,,,0.0,0.0,,,3.0,,,,4.0,0.0,7.0,1.0,1.0,,1.0,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,0.0,2.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,2.0,0.0,0.0,4.0,0.0,1.0,3.0,,2.0,0.0,0.0,20.0,,2.0,1.0,,2.0,,,1.0,1.0,107.0,0.0,64.0,0.0,14.0,,5.0,,,1.0,,0.0,,1.0,2.0,2.0,,,,0.0,78.0,18.0,0.0,,2.0,,,,,0.0,25.0,2.0,,0.0,0.0,,,0.0,6.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,13.0,,2.0,0.0,0.0,3.0,0.0,3.0,,,0.0,1.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,4.0,,1.0,,69.0,0.0,2.0,6.0,0.0,0.0,,3.0,5.0,,1.0,,1.0,,,90.0,8.0,,,0.0,3.0,4.0,,0.0,0.0,,3.0,10.0,0.0,1.0,14.0,1.0,,,1.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2.0,0.0,1.0,0.0,1.0,13.0,63.0,1.0,1.0,,,0.0,9.0,4.0,0.0,6.0,,,1.0,,,2.0,3.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,3.0,,0.0,0.0,0.0,2.0,,5.0,,,0.0,4.0,,,4.0,1.0,,0.0,,0.0,14.0,0.0,,0.0,,0.0,0.0,,0.0,1.0,0.0,,13.0,3.0,0.0,0.0,,0.0,,18.0,0.0,,0.0,23.0,,,0.0,0.0,,3.0,,2.0,,0.0,0.0,2.0,0.0,0.0,0.0,,16.0,0.0,,0.0,0.0,0.0,0.0,1.0,,5.0,4.0,6.0,33.0,2.0,,,0.0,,,0.0,0.0,5.0,0.0,,,0.0,9.0,0.0,1.0,,0.0,4.0,2.0,0.0,,0.0,0.0,,5.0,,7.0,0.0,,66.0,1.0,0.0,1.0,0.0,3.0,12.0,,0.0,,1.0,,1239
,0.0,4.0,0.0,70.0,,1.0,0.0,,32.0,0.0,1.0,3.0,41.0,5.0,75.0,112.0,,0.0,6.0,0.0,,,106.0,1.0,11.0,89.0,104.0,331.0,,40.0,3.0,2.0,1.0,,85.0,1.0,,15.0,,117.0,1.0,2.0,0.0,2.0,1.0,0.0,,4.0,1.0,,11.0,10.0,16.0,36.0,31.0,49.0,,0.0,0.0,,,3.0,91.0,2.0,,0.0,2.0,2.0,4.0,,5.0,,,3.0,2.0,2.0,0.0,8.0,2.0,3.0,,85.0,0.0,,,,,174.0,250.0,,0.0,3.0,,,,1.0,27.0,1.0,26.0,5.0,2.0,206.0,,8.0,0.0,1.0,29.0,1.0,21.0,52.0,,89.0,,2.0,2.0,14.0,110.0,0.0,216.0,4.0,1.0,4.0,0.0,,,13.0,,1.0,,25.0,3.0,1.0,8.0,,50.0,0.0,68.0,11.0,3.0,,14.0,0.0,0.0,,,1.0,37.0,1.0,14.0,3.0,1.0,,155.0,1.0,2.0,,1.0,,0.0,1.0,3.0,13.0,,2.0,15.0,3.0,0.0,0.0,,97.0,6.0,9.0,0.0,,76.0,2.0,3.0,1.0,,6.0,,,0.0,,3.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,,2.0,,146.0,0.0,26.0,7.0,2.0,9.0,,2.0,13.0,,9.0,183.0,6.0,80.0,,197.0,24.0,,,4.0,2.0,0.0,,50.0,42.0,,9.0,87.0,1.0,,86.0,3.0,4.0,,0.0,,,0.0,14.0,,21.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,18.0,1.0,43.0,1.0,9.0,110.0,59.0,1.0,7.0,,,2.0,23.0,6.0,0.0,123.0,,,0.0,,,10.0,1.0,,0.0,18.0,2.0,0.0,0.0,1.0,2.0,26.0,,1.0,,,,2.0,,,,,13.0,,0.0,,,25.0,2.0,,3.0,59.0,2.0,0.0,1.0,,,61.0,,,0.0,207.0,0.0,7.0,1.0,2.0,2.0,13.0,,103.0,3.0,61.0,2.0,0.0,1.0,,59.0,2.0,0.0,1.0,89.0,,,,,,2.0,,61.0,0.0,0.0,3.0,7.0,96.0,0.0,3.0,,13.0,0.0,0.0,3.0,1.0,14.0,70.0,116.0,155.0,218.0,3.0,29.0,54.0,,614.0,,1.0,82.0,,5.0,2.0,48.0,0.0,0.0,,1.0,8.0,1.0,29.0,,0.0,75.0,6.0,0.0,,7.0,0.0,,8.0,,71.0,21.0,0.0,526.0,0.0,5.0,26.0,1.0,3.0,5.0,2.0,4.0,39.0,3.0,,8200
,,0.0,5.0,8.0,,,,,8.0,2.0,,,8.0,1.0,76.0,9.0,1.0,,1.0,,,,,,4.0,26.0,5.0,,,19.0,5.0,,,,2.0,,,2.0,,5.0,,,,,,,,,,,,3.0,8.0,48.0,12.0,,,,,,,,49.0,2.0,,,0.0,,,,2.0,,,,,,,0.0,0.0,3.0,,,,,,,,,0.0,,,6.0,,,,1.0,2.0,,3.0,1.0,,2.0,,,,0.0,2.0,,7.0,,,3.0,,,1.0,5.0,6.0,0.0,12.0,1.0,0.0,,2.0,,,1.0,,7.0,,4.0,2.0,,1.0,,,0.0,4.0,8.0,0.0,,0.0,,,,,3.0,8.0,,,1.0,,,,,1.0,,,,,,0.0,2.0,,,2.0,,0.0,,,41.0,0.0,1.0,,,,,,0.0,,1.0,,,,,,,,,2.0,,,0.0,0.0,,,,16.0,,6.0,,0.0,8.0,,,2.0,,12.0,,21.0,,,111.0,28.0,,,1.0,,,,,12.0,,2.0,19.0,,,1.0,0.0,1.0,,1.0,,,15.0,1.0,,8.0,,,,,1.0,,,,2.0,,8.0,,1.0,29.0,6.0,,0.0,,,,5.0,1.0,,1.0,,,,,,0.0,0.0,,,3.0,,,,3.0,2.0,0.0,,1.0,,,,,,,,,4.0,,,,,10.0,,,,2.0,1.0,,,,,11.0,,,,,0.0,4.0,,,,5.0,,13.0,2.0,54.0,,,0.0,,4.0,0.0,,,211.0,,,,,,1.0,,1.0,,,,1.0,27.0,,,,11.0,,,,,0.0,,,,3.0,1.0,12.0,24.0,,,,9.0,,,3.0,1.0,30.0,,,,,2.0,,3.0,,,1.0,,,,,,,,,10.0,7.0,,45.0,,,,,1.0,,,2.0,,,,1301
,,28.0,1.0,31.0,,10.0,0.0,,22.0,3.0,0.0,2.0,18.0,2.0,106.0,10.0,3.0,0.0,,2.0,,,0.0,4.0,9.0,5.0,83.0,0.0,,47.0,2.0,20.0,0.0,,1.0,0.0,,8.0,,3.0,,,,0.0,0.0,,,6.0,,,,14.0,8.0,127.0,3.0,45.0,,0.0,,,,2.0,36.0,2.0,,,,,25.0,,1.0,,,0.0,1.0,,2.0,2.0,0.0,61.0,,,,,,,,0.0,0.0,,,0.0,,,,0.0,59.0,16.0,33.0,0.0,1.0,0.0,,5.0,0.0,0.0,9.0,,11.0,0.0,,34.0,,,0.0,23.0,2.0,,17.0,4.0,2.0,,10.0,,,9.0,,0.0,,77.0,1.0,5.0,24.0,,,,1.0,247.0,0.0,,62.0,,,,,0.0,143.0,2.0,,,0.0,,,,2.0,,26.0,,6.0,14.0,28.0,4.0,,1.0,5.0,,14.0,1.0,0.0,189.0,0.0,8.0,,,0.0,9.0,8.0,4.0,,56.0,0.0,,,,1.0,,,,5.0,,,10.0,0.0,,0.0,,135.0,1.0,69.0,9.0,5.0,,,3.0,82.0,,0.0,,1.0,,,100.0,64.0,,,0.0,0.0,3.0,,78.0,1.0,,5.0,3.0,0.0,,14.0,0.0,9.0,,0.0,,,0.0,7.0,3.0,4.0,,,28.0,0.0,6.0,,,,6.0,1.0,57.0,11.0,2.0,71.0,26.0,50.0,10.0,,,1.0,173.0,12.0,,0.0,,,0.0,,,1.0,0.0,,0.0,,36.0,0.0,,0.0,21.0,111.0,0.0,,,,,3.0,,0.0,,0.0,66.0,,7.0,,,,2.0,,,33.0,1.0,,11.0,,6.0,176.0,,,,,,0.0,,1.0,1.0,35.0,,48.0,6.0,36.0,10.0,,1.0,,2.0,4.0,,,17.0,,,7.0,5.0,,3.0,,42.0,,,0.0,1.0,23.0,5.0,0.0,,37.0,3.0,,24.0,1.0,0.0,0.0,0.0,,0.0,28.0,27.0,43.0,2.0,,,0.0,,,40.0,0.0,23.0,0.0,,,,1.0,0.0,5.0,,0.0,0.0,3.0,0.0,,1.0,,,2.0,,32.0,,,19.0,0.0,0.0,26.0,0.0,3.0,16.0,,0.0,,2.0,,4052
