Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All,All Saints,All_Dest,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal
,,8.0,-2.0,14.0,4660.0,,,,,,-70.0,-182.0,,2.0,37.0,12.0,-145.0,16.0,23.0,,-2.0,,,,3.0,-32.0,4.0,13.0,4.0,5.0,,44.0,-14.0,4.0,,,5.0,,,9.0,,5.0,,,,,4.0,,,6.0,,,,-143.0,70.0,141.0,55.0,19.0,,,,,,-11.0,-29.0,-76.0,2.0,,,,8.0,,8.0,,,3.0,3.0,,,10.0,4.0,13.0,,,,,,,,4.0,6.0,,,,,,,,8.0,,12.0,5.0,-123.0,6.0,,8.0,,3.0,3.0,,0.0,,,3.0,,,3.0,-97.0,,,25.0,,,,14.0,,,11.0,,1.0,,8.0,9.0,3.0,-111.0,,,,30.0,34.0,5.0,,5.0,,,,,2.0,37.0,-12.0,,8.0,10.0,,,,14.0,,6.0,,2.0,4.0,8.0,9.0,,-224.0,1.0,,44.0,-88.0,,25.0,3.0,5.0,,,,3.0,3.0,2.0,,6.0,,,,,3.0,3.0,,17.0,-248.0,,,3.0,,,,,-60.0,,0.0,4.0,-1.0,2.0,,5.0,-88.0,,6.0,,9.0,,,152.0,-43.0,,,4.0,,6.0,,25.0,3.0,,12.0,0.0,-65.0,,-196.0,5.0,-74.0,,,,,3.0,12.0,,8.0,,,5.0,4.0,,,,,7.0,,-146.0,1.0,0.0,40.0,42.0,,8.0,,,2.0,39.0,3.0,,3.0,,,,,,6.0,9.0,,,3.0,10.0,,,1.0,16.0,20.0,,,,,,4.0,,,,,3.0,,28.0,,,21.0,3.0,,,10.0,,,2.0,,,3.0,,,2.0,,0.0,3.0,,7.0,,40.0,,-2.0,15.0,12.0,3.0,,,,8.0,6.0,,,132.0,,,,,,,,18.0,,,5.0,11.0,-136.0,7.0,-42.0,,-3.0,-63.0,,3.0,4.0,7.0,,3.0,,5.0,18.0,14.0,-64.0,17.0,,,3.0,,,-141.0,5.0,-85.0,,,,7.0,23.0,4.0,15.0,,-7.0,20.0,,,,1.0,,,5.0,,26.0,3.0,,58.0,,18.0,28.0,4.0,6.0,9.0,,4.0,,-85.0,
,,9.0,-94.0,28.0,4750.0,,,5.0,-2.0,,19.0,9.0,4.0,1.0,-149.0,16.0,189.0,-79.0,25.0,2.0,9.0,4.0,,,3.0,,3.0,13.0,13.0,9.0,,-128.0,14.0,5.0,4.0,,5.0,,,11.0,,5.0,,,,2.0,,,,4.0,,,,21.0,36.0,-92.0,28.0,6.0,,-14.0,,,-3.0,,17.0,-7.0,1.0,,,,,0.0,7.0,,,4.0,6.0,,2.0,,4.0,9.0,,,-3.0,,,,,4.0,5.0,,,6.0,,,,-9.0,17.0,5.0,18.0,6.0,6.0,9.0,,6.0,-5.0,,-2.0,,11.0,2.0,,22.0,,,,60.0,-108.0,1.0,-169.0,9.0,,,20.0,,,14.0,,3.0,,13.0,,2.0,27.0,,,,-134.0,-59.0,5.0,,14.0,,,,,2.0,30.0,,,8.0,,,,6.0,-72.0,,5.0,,4.0,3.0,9.0,,,,5.0,,70.0,4.0,-3.0,9.0,3.0,4.0,,,,3.0,4.0,2.0,,3.0,1.0,,,,3.0,,,,13.0,,,3.0,-21.0,,,,-20.0,-27.0,1.0,4.0,2.0,6.0,,1.0,23.0,,6.0,,9.0,,,-76.0,-33.0,,,4.0,4.0,4.0,,12.0,13.0,,-3.0,11.0,,-21.0,-140.0,7.0,,,-6.0,,,3.0,12.0,2.0,9.0,-4.0,,5.0,4.0,-67.0,-25.0,-5.0,,9.0,2.0,37.0,3.0,8.0,97.0,-11.0,10.0,9.0,,,3.0,8.0,13.0,-10.0,4.0,,,-13.0,,,7.0,8.0,,-8.0,4.0,6.0,-5.0,,,6.0,16.0,-12.0,,,,,3.0,,1.0,,-4.0,11.0,,31.0,,,29.0,2.0,,,12.0,3.0,,2.0,,2.0,9.0,,,,,8.0,4.0,,5.0,4.0,-33.0,,22.0,-22.0,9.0,,,-12.0,,7.0,5.0,,,137.0,,,0.0,2.0,,-5.0,,1.0,,,6.0,14.0,24.0,9.0,2.0,,20.0,3.0,,7.0,3.0,7.0,,3.0,,5.0,-86.0,34.0,-3.0,19.0,,,3.0,,,56.0,5.0,-2.0,-4.0,,,5.0,-202.0,3.0,17.0,,,15.0,-43.0,-4.0,,6.0,,,3.0,,-51.0,15.0,,54.0,-12.0,12.0,26.0,4.0,5.0,2.0,,4.0,,5.0,
,-6.0,,,,1762.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,10.0,,,,,,,,,,,,,2.0,-18.0,,,,,,,0.0,,-55.0,,,,,,1.0,,,,,,,,,,,7.0,,,,,51.0,,,,,,,,,3.0,,,,,,,,26.0,-12.0,,61.0,,,,,,,,,,,,,,,15.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,-109.0,,,,,,-43.0,-3.0,,2.0,17.0,,,,-88.0,,6.0,,5.0,6.0,,,,,,,,,,,,8.0,14.0,,,,,,12.0,,,,,,35.0,,,,6.0,,,2.0,-27.0,-29.0,,-2.0,,-7.0,,,,,,,,,,,,,,,,11.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.0,,,,,,,,,,,,,,,,-7.0,,151.0,26.0,,,-13.0,,,,,,,,16.0,,,19.0,,,,,,,,,,,,,,,3.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,51.0,,,12.0,,,,,,,32.0,5.0,,,-13.0,,,,-73.0,,,,,,,,,,15.0,55.0,,-23.0,,,,,,,7.0,,
,,-9.0,-127.0,-10.0,-15027.0,,,-1.0,1.0,,-10.0,8.0,-28.0,-7.0,-132.0,-2.0,-27.0,-76.0,23.0,1.0,-60.0,4.0,,,2.0,-10.0,-15.0,5.0,36.0,-147.0,,-41.0,-18.0,-5.0,-42.0,,1.0,-2.0,,-169.0,,2.0,,,,2.0,0.0,,,-68.0,,,,1.0,56.0,-83.0,12.0,14.0,,1.0,,,5.0,-14.0,1.0,-63.0,2.0,,,,-6.0,0.0,-18.0,,,-13.0,-9.0,,-11.0,-8.0,-7.0,-265.0,,,3.0,,,,,4.0,5.0,,,4.0,,,,-1.0,-21.0,0.0,-43.0,-9.0,4.0,7.0,,-7.0,0.0,-3.0,-94.0,,-57.0,2.0,,-19.0,,,3.0,-392.0,19.0,0.0,-1721.0,4.0,-3.0,,,,,-37.0,,1.0,,-75.0,-7.0,-10.0,4.0,,,,-27.0,-497.0,-4.0,,-25.0,,,,,1.0,-178.0,-8.0,,-18.0,0.0,,,6.0,-1.0,,1.0,,-3.0,-6.0,-20.0,-13.0,,4.0,-73.0,,-3612.0,3.0,2.0,-773.0,-37.0,-40.0,,,3.0,-3.0,-5.0,-4.0,,-44.0,3.0,,,,-7.0,2.0,,16.0,-4.0,,8.0,-3.0,5.0,,-3.0,,-2309.0,4.0,-107.0,-37.0,-45.0,-17.0,,-25.0,-228.0,,6.0,,8.0,,,51.0,-43.0,,,3.0,-12.0,-19.0,,29.0,-83.0,,-55.0,-9.0,2.0,,13.0,-3.0,-9.0,,-1.0,,,3.0,-28.0,2.0,-28.0,1.0,1.0,-7.0,0.0,-7.0,3.0,1.0,,-68.0,-13.0,32.0,-1.0,-19.0,-1294.0,-177.0,-1.0,-18.0,,,-3.0,-233.0,-351.0,0.0,3.0,,,2.0,,,-24.0,-1.0,,-1.0,-22.0,-6.0,1.0,,-2.0,6.0,-12.0,6.0,,,,,-20.0,,2.0,1.0,2.0,-287.0,,-350.0,,,-64.0,-7.0,,,-102.0,3.0,,-10.0,,0.0,-220.0,3.0,,-1.0,,-2.0,4.0,,-2.0,-47.0,-75.0,,-65.0,-15.0,-28.0,-8.0,,-1.0,,-2.0,-41.0,,3.0,132.0,,,1.0,2.0,,-11.0,,20.0,,,-8.0,-32.0,-2.0,-353.0,1.0,,-4.0,3.0,,-14.0,-46.0,7.0,6.0,3.0,,5.0,-1.0,-811.0,-1734.0,-210.0,,,3.0,,,-783.0,-6.0,-159.0,6.0,,,6.0,-14.0,-2.0,-9.0,,1.0,16.0,13.0,1.0,,-8.0,2.0,,-24.0,,-130.0,-121.0,,51.0,-2.0,14.0,10.0,0.0,-107.0,-9.0,,3.0,,2.0,
,,,,,-541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,23.0,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-585.0,,,,,,,13.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,9.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,132.0,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,25.0,,40.0,,-1094.0,,,,9.0,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,-7.0,,,,,,-1.0,37.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,20.0,39.0,,16.0,5.0,,,,36.0,,,,,,,,,,,,,,,,,,-44.0,,,,,,27.0,-2.0,,,,,-6.0,,,,,,,,21.0,18.0,,17.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.0,,,,,,,,,,,,-27.0,,,,,,,,,,12.0,-1.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,2.0,,,,,,,,,,-21.0,,41.0,,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,5.0,,,,,,,,,,,-93.0,,,,,,,,,,,,,,-277.0,,20.0,,,,,,,,,
,,4.0,32.0,-19.0,6523.0,,,4.0,2.0,,21.0,8.0,3.0,2.0,30.0,17.0,109.0,28.0,23.0,2.0,6.0,-13.0,,,3.0,12.0,7.0,15.0,-101.0,13.0,,32.0,12.0,0.0,4.0,,5.0,3.0,,11.0,,6.0,,,,2.0,4.0,,,3.0,,,,14.0,61.0,83.0,48.0,-67.0,,3.0,,,,7.0,36.0,22.0,,,,,-4.0,,7.0,,,6.0,6.0,,2.0,8.0,,-4.0,,,,,,,,4.0,5.0,,,6.0,,,,4.0,7.0,1.0,-14.0,6.0,5.0,9.0,,-40.0,2.0,5.0,-46.0,,8.0,2.0,,-38.0,,,3.0,42.0,32.0,1.0,82.0,8.0,14.0,,19.0,,,,,3.0,,-17.0,9.0,2.0,17.0,,,,17.0,-16.0,2.0,,-2.0,,,,,2.0,25.0,11.0,,5.0,6.0,,,7.0,13.0,,4.0,,1.0,2.0,4.0,10.0,,5.0,-29.0,,73.0,4.0,2.0,19.0,4.0,5.0,,,4.0,3.0,4.0,1.0,,-15.0,2.0,,,,5.0,3.0,,,11.0,,7.0,0.0,9.0,,2.0,,54.0,5.0,1.0,7.0,3.0,7.0,,4.0,7.0,,6.0,,8.0,,,143.0,49.0,,,4.0,2.0,4.0,,-154.0,6.0,,13.0,13.0,5.0,,75.0,,11.0,,4.0,,,3.0,10.0,3.0,16.0,,2.0,-2.0,2.0,7.0,7.0,3.0,,-17.0,3.0,14.0,3.0,8.0,57.0,-37.0,2.0,-7.0,,,2.0,-26.0,10.0,2.0,5.0,,,2.0,,,-22.0,7.0,,2.0,7.0,1.0,2.0,,1.0,9.0,6.0,6.0,,,,,4.0,,2.0,2.0,3.0,0.0,,33.0,,,23.0,2.0,,,-16.0,3.0,,1.0,,2.0,-3.0,2.0,,2.0,,,4.0,,-21.0,3.0,15.0,,-23.0,9.0,43.0,2.0,,5.0,,4.0,4.0,,4.0,149.0,,,1.0,1.0,,9.0,,-44.0,,,5.0,17.0,46.0,6.0,2.0,,-20.0,3.0,,-1.0,4.0,7.0,7.0,3.0,,7.0,11.0,27.0,68.0,21.0,,,3.0,,,23.0,4.0,66.0,,,,5.0,21.0,3.0,-68.0,,1.0,20.0,22.0,1.0,,4.0,2.0,,4.0,,10.0,12.0,,33.0,4.0,14.0,-247.0,-18.0,7.0,7.0,,4.0,,5.0,
11.0,,,,,3054.0,15.0,,,,,,,,,,,192.0,,,,,,3.0,1.0,,,,,,,19.0,,,,,27.0,,,,,,,,,,,,,,,,,,,,149.0,-241.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,11.0,47.0,10.0,,,,,,,,17.0,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,62.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,18.0,,10.0,11.0,,,,,,,,,,,,,,,,8.0,,8.0,,,,,,,53.0,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,130.0,32.0,41.0,,,,,,,,,,,,,,-30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,13.0,,,22.0,,34.0,,,,,,,,,,,,,,,117.0
,,7.0,26.0,-10.0,6705.0,,,5.0,,,3.0,5.0,4.0,2.0,48.0,18.0,-4.0,-11.0,21.0,-23.0,11.0,,,,2.0,14.0,-7.0,-76.0,38.0,,,0.0,4.0,5.0,4.0,,0.0,3.0,,10.0,,-3.0,,,,-1.0,4.0,,,7.0,,,,24.0,27.0,4.0,-26.0,22.0,,3.0,,,,6.0,-57.0,17.0,2.0,,-3.0,,8.0,,4.0,,,4.0,6.0,,,5.0,3.0,13.0,,,,,,,,4.0,4.0,,,-12.0,,,,5.0,2.0,,24.0,5.0,6.0,-4.0,,9.0,,4.0,18.0,,-3.0,1.0,,23.0,,,-7.0,67.0,16.0,-6.0,43.0,7.0,12.0,,20.0,,,11.0,,,,12.0,8.0,,28.0,,,-1.0,23.0,97.0,6.0,,17.0,,,,,-13.0,68.0,9.0,,8.0,10.0,,,9.0,12.0,,7.0,,5.0,5.0,10.0,1.0,,6.0,11.0,,89.0,3.0,,-23.0,6.0,4.0,,,,3.0,3.0,2.0,,7.0,,,,,3.0,4.0,,19.0,14.0,,,4.0,9.0,,3.0,,99.0,5.0,8.0,10.0,4.0,-13.0,,6.0,27.0,,-57.0,,-79.0,,,-164.0,32.0,,,-5.0,4.0,5.0,,40.0,-24.0,,4.0,-65.0,6.0,,95.0,4.0,13.0,,5.0,,,-15.0,3.0,,-11.0,2.0,,5.0,4.0,5.0,7.0,3.0,,11.0,3.0,39.0,2.0,6.0,98.0,67.0,,12.0,,,2.0,45.0,14.0,2.0,1.0,,,3.0,,,10.0,9.0,,1.0,1.0,11.0,3.0,,-10.0,15.0,18.0,,-4.0,,,,5.0,,,,,10.0,,39.0,,,-2.0,,,,25.0,-5.0,,3.0,,,46.0,,,3.0,,4.0,-4.0,,8.0,1.0,11.0,,1.0,12.0,-171.0,,,5.0,,-19.0,3.0,,4.0,-707.0,,,,,,7.0,,29.0,,-1.0,4.0,7.0,10.0,,2.0,,-2.0,4.0,,7.0,4.0,6.0,,3.0,,-3.0,16.0,39.0,67.0,,,,-58.0,,,62.0,5.0,-14.0,,,,5.0,15.0,2.0,20.0,,,8.0,23.0,,,4.0,2.0,,6.0,,25.0,15.0,,-134.0,4.0,20.0,24.0,,7.0,,,-8.0,,,
,,,,,-1291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1413.0,,,,,,,29.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,31.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-4.0,11.0,-16.0,4309.0,,,2.0,2.0,,7.0,7.0,4.0,2.0,14.0,11.0,59.0,19.0,21.0,2.0,-17.0,-8.0,,,1.0,9.0,5.0,9.0,-169.0,11.0,,18.0,10.0,-2.0,4.0,,3.0,3.0,,4.0,,5.0,,,,2.0,4.0,,,1.0,,,,3.0,48.0,-33.0,45.0,-137.0,,3.0,,,5.0,5.0,34.0,20.0,2.0,,2.0,,-3.0,7.0,4.0,,,5.0,5.0,,2.0,8.0,4.0,-31.0,,,,,,,,3.0,4.0,,,6.0,,,,3.0,6.0,2.0,-8.0,4.0,6.0,4.0,,-10.0,2.0,3.0,-18.0,,9.0,2.0,,-49.0,,,3.0,15.0,33.0,1.0,68.0,7.0,12.0,,17.0,,,-21.0,,3.0,,,10.0,1.0,9.0,,,,20.0,-128.0,4.0,,-23.0,,,,,2.0,-108.0,8.0,,6.0,7.0,,,7.0,12.0,,3.0,,-6.0,-13.0,-34.0,6.0,,5.0,-25.0,,60.0,3.0,2.0,-33.0,2.0,2.0,,,3.0,2.0,-3.0,0.0,,-26.0,2.0,,,,1.0,3.0,,9.0,9.0,,,-1.0,8.0,,2.0,,-24.0,5.0,-21.0,5.0,0.0,6.0,,3.0,-26.0,,5.0,,9.0,,,58.0,28.0,,,4.0,1.0,4.0,,-217.0,9.0,,1.0,10.0,4.0,5.0,51.0,6.0,6.0,,4.0,,,2.0,6.0,2.0,10.0,1.0,2.0,-5.0,3.0,6.0,6.0,3.0,,-29.0,3.0,25.0,-4.0,8.0,56.0,-54.0,6.0,-10.0,,,2.0,-122.0,4.0,2.0,4.0,,,2.0,,,-11.0,7.0,,2.0,6.0,-41.0,2.0,,1.0,-6.0,-46.0,6.0,,,,,3.0,,2.0,1.0,3.0,-62.0,,30.0,,,19.0,1.0,,,-89.0,3.0,,-2.0,,1.0,5.0,2.0,,2.0,,,4.0,,-1.0,4.0,6.0,,-113.0,8.0,34.0,-5.0,,4.0,,5.0,4.0,,4.0,136.0,,,2.0,1.0,,6.0,,-86.0,,,4.0,11.0,37.0,8.0,2.0,,-72.0,3.0,,-7.0,3.0,7.0,,3.0,,4.0,11.0,21.0,-25.0,17.0,,,3.0,,,7.0,3.0,40.0,7.0,,,5.0,16.0,3.0,-13.0,,1.0,18.0,18.0,1.0,,-3.0,2.0,,5.0,,-61.0,9.0,,17.0,2.0,14.0,-40.0,1.0,6.0,6.0,,3.0,,4.0,
,,10.0,-5.0,18.0,5192.0,,,,,,-78.0,-4.0,4.0,1.0,48.0,15.0,-62.0,24.0,24.0,2.0,7.0,4.0,,,,-142.0,7.0,13.0,5.0,6.0,,44.0,-7.0,5.0,3.0,,5.0,-2.0,,12.0,,8.0,,,,2.0,-59.0,,,4.0,,,,-137.0,62.0,168.0,55.0,14.0,,,,,,-47.0,-11.0,-48.0,,,,,9.0,,2.0,,,5.0,4.0,,2.0,-83.0,3.0,12.0,,,,,,,,4.0,5.0,,,,,,,,16.0,6.0,19.0,8.0,4.0,9.0,,8.0,,-94.0,19.0,,1.0,,,-6.0,,,3.0,-88.0,,,5.0,9.0,,,17.0,,,11.0,,2.0,,3.0,,3.0,-84.0,,,,30.0,31.0,5.0,,17.0,,,,,2.0,42.0,-273.0,,,,,,,14.0,,7.0,,3.0,4.0,10.0,-15.0,,2.0,12.0,,46.0,0.0,,17.0,7.0,-1.0,,,,3.0,3.0,2.0,,2.0,,,,,-2.0,,,,-28.0,,,2.0,,,,,-35.0,,-3.0,8.0,2.0,1.0,,4.0,-70.0,,6.0,,7.0,,,159.0,-15.0,,,4.0,,0.0,,24.0,6.0,,16.0,9.0,,,-165.0,5.0,-60.0,,,,,3.0,14.0,,22.0,,,5.0,4.0,,,,,12.0,3.0,-164.0,3.0,-1.0,64.0,57.0,,9.0,,,,35.0,0.0,,4.0,,,,,,6.0,9.0,,,4.0,7.0,,,1.0,,19.0,,,,,,5.0,,,,,5.0,,14.0,,,25.0,3.0,,,13.0,1.0,,2.0,,,17.0,,,,,4.0,4.0,,6.0,2.0,33.0,,17.0,,11.0,3.0,,,,3.0,4.0,,,144.0,,,,,,,,14.0,,,2.0,4.0,-118.0,6.0,2.0,,11.0,-6.0,,6.0,2.0,,,3.0,,7.0,19.0,38.0,7.0,14.0,,,,,,-83.0,,-39.0,,,,,25.0,4.0,18.0,,1.0,21.0,,,,6.0,,,6.0,,37.0,17.0,,45.0,,,27.0,4.0,4.0,9.0,,4.0,,4.0,
